Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
40000000,                    R,USA,David Dobkin,Comedy,285176741,7,312365,English, New Line Cinema,15 July 2005 (USA),119 min,Owen Wilson,Wedding Crashers (2005) 
14000000,                    R,USA,Ang Lee,Drama,178062759,7.7,297131,English, Focus Features,13 January 2006 (USA),134 min,Jake Gyllenhaal,Brokeback Mountain (2005) 
100000000,                    PG-13,USA,Tim Story,Action,175424795,5.7,294964,English, Twentieth Century Fox,8 July 2005 (USA),106 min,Ioan Gruffudd,Fantastic Four (2005) 
126000000,                    PG-13,USA,Michael Bay,Action,162949164,6.9,286884,English, DreamWorks,22 July 2005 (USA),136 min,Scarlett Johansson,The Island (2005) 
50000000,                    R,USA,Andrew Niccol,Crime,72617068,7.6,276275,English, Entertainment Manufacturing Company,16 September 2005 (USA),122 min,Nicolas Cage,Lord of War (2005) 
70000000,                    PG-13,USA,Andy Tennant,Comedy,368100420,6.6,276105,English, Columbia Pictures,11 February 2005 (USA),118 min,Will Smith,Hitch (2005) 
100000000,                    R,USA,Francis Lawrence,Action,230884728,7,274750,English, Warner Bros.,18 February 2005 (USA),121 min,Keanu Reeves,Constantine (2005) 
40000000,                    PG-13,USA,Joss Whedon,Action,38869464,7.9,268541,English, Universal Pictures,30 September 2005 (USA),119 min,Nathan Fillion,Serenity (2005) 
130000000,                    R,UK,Ridley Scott,Action,211652051,7.2,248506,English, Twentieth Century Fox,6 May 2005 (USA),144 min,Orlando Bloom,Kingdom of Heaven (2005) 
28000000,                    PG,France,Joe Wright,Drama,121147947,7.8,228966,English, Focus Features,23 November 2005 (USA),129 min,Keira Knightley,Pride & Prejudice (2005) 
40000000,                    PG,USA,Tim Burton,Animation,117195061,7.4,221744,English, Warner Bros.,23 September 2005 (USA),77 min,Johnny Depp,Corpse Bride (2005) 
4000000,                    R,USA,Darren Lynn Bousman,Crime,147748505,6.6,216102,English, Twisted Pictures,28 October 2005 (USA),93 min,Donnie Wahlberg,Saw II (2005) 
28000000,                    PG-13,USA,James Mangold,Biography,186438883,7.9,211206,English, Fox 2000 Pictures,18 November 2005 (USA),136 min,Joaquin Phoenix,Walk the Line (2005) 
32000000,                    R,USA,David Cronenberg,Drama,0,7.5,209640,English, New Line Cinema,30 September 2005 (USA),96 min,Viggo Mortensen,A History of Violence (2005) 
6500000,                    R,USA,Jason Reitman,Comedy,39323027,7.6,205273,English, Room 9 Entertainment,14 April 2006 (USA),92 min,Aaron Eckhart,Thank You for Smoking (2005) 
15000000,                    R,USA,Shane Black,Action,15569469,7.6,201107,English, Warner Bros.,18 November 2005 (USA),103 min,Robert Downey Jr.,Kiss Kiss Bang Bang (2005) 
70000000,                    R,France,Steven Spielberg,Drama,130358911,7.6,197598,English, DreamWorks,6 January 2006 (USA),164 min,Eric Bana,Munich (2005) 
15000000,                    R,UK,Woody Allen,Drama,87989926,7.6,189959,English, BBC Films,20 January 2006 (USA),124 min,Scarlett Johansson,Match Point (2005) 
0,                    R,UK,Neil Marshall,Adventure,57029609,7.2,182931,English, Celador Films,4 August 2006 (USA),99 min,Shauna Macdonald,The Descent (2005) 
32000000,                    PG-13,France,Louis Leterrier,Action,88978202,6.3,178547,English, EuropaCorp,2 September 2005 (USA),87 min,Jason Statham,Transporter 2 (2005) 
50000000,                    PG,UK,Garth Jennings,Adventure,104478416,6.8,176451,English, Touchstone Pictures,29 April 2005 (USA),109 min,Martin Freeman,The Hitchhiker's Guide to the Galaxy (2005) 
88000000,                    PG-13,USA,Ron Howard,Biography,108539911,8,165599,English, Universal Pictures,3 June 2005 (USA),144 min,Russell Crowe,Cinderella Man (2005) 
72000000,                    R,USA,Sam Mendes,Biography,96889998,7,161088,English, Universal Pictures,4 November 2005 (USA),125 min,Jake Gyllenhaal,Jarhead (2005) 
4800000,                    R,USA,Eli Roth,Horror,80578934,5.9,157675,English, Next Entertainment,6 January 2006 (USA),94 min,Jay Hernandez,Hostel (2005) 
82000000,                    PG-13,USA,Peter Segal,Comedy,190320568,6.4,149318,English, Paramount Pictures,27 May 2005 (USA),113 min,Adam Sandler,The Longest Yard (2005) 
950000,                    R,USA,David Slade,Crime,0,7.1,146060,English, Lions Gate Films,28 April 2006 (USA),104 min,Patrick Wilson,Hard Candy (2005) 
55000000,                    PG-13,USA,Robert Schwentke,Action,133680000,6.3,142619,English, Touchstone Pictures,23 September 2005 (USA),98 min,Jodie Foster,Flightplan (2005) 
0,                    R,USA,Lexi Alexander,Crime,0,7.5,132988,English, Baker Street,9 September 2005 (UK),109 min,Elijah Wood,Green Street Hooligans (2005) 
85000000,                    PG-13,USA,Rob Marshall,Drama,162242962,7.4,130923,English, Columbia Pictures,23 December 2005 (USA),145 min,Ziyi Zhang,Memoirs of a Geisha (2005) 
0,                    R,UK,Fernando Meirelles,Drama,0,7.4,124752,English, Focus Features,31 August 2005 (USA),129 min,Ralph Fiennes,The Constant Gardener (2005) 
45000000,                    R,USA,John Singleton,Action,92374674,6.9,124516,English, Paramount Pictures,1 July 2005 (USA),109 min,Mark Wahlberg,Four Brothers (2005) 
100000000,                    PG-13,USA,Dean Parisot,Comedy,202026112,6.1,124495,English, Columbia Pictures,21 December 2005 (USA),90 min,Jim Carrey,Fun with Dick and Jane (2005) 
75000000,                    PG,USA,Chris Wedge,Animation,260718330,6.3,121119,English, Twentieth Century Fox Animation,11 March 2005 (USA),91 min,Ewan McGregor,Robots (2005) 
50000000,                    R,USA,Stephen Gaghan,Drama,93974620,6.9,119888,English, Warner Bros.,9 December 2005 (USA),128 min,George Clooney,Syriana (2005) 
62000000,                    PG-13,USA,Karyn Kusama,Action,0,5.5,118816,English, Paramount Pictures,2 December 2005 (USA),93 min,Charlize Theron,Æon Flux (2005) 
7000000,                    R,USA,Bennett Miller,Biography,0,7.4,116240,English, United Artists,3 February 2006 (USA),114 min,Philip Seymour Hoffman,Capote (2005) 
30000000,                    G,UK,Steve Box,Animation,192610372,7.5,114589,English, Aardman Animations,7 October 2005 (USA),85 min,Peter Sallis,The Curse of the Were-Rabbit (2005) 
30000000,                    PG-13,USA,Thomas Carter,Biography,76669806,7.3,110736,English, Coach Carter,14 January 2005 (USA),136 min,Samuel L. Jackson,Coach Carter (2005) 
90000000,                    R,USA,Martin Scorsese,Crime,289847354,8.5,1062765,English, Warner Bros.,6 October 2006 (USA),151 min,Leonardo DiCaprio,The Departed (2006) 
40000000,                    PG-13,USA,Christopher Nolan,Drama,109676311,8.5,1051532,English, Touchstone Pictures,20 October 2006 (USA),130 min,Christian Bale,The Prestige (2006) 
65000000,                    R,USA,Zack Snyder,Action,456068181,7.7,686718,English, Warner Bros.,9 March 2007 (USA),117 min,Gerard Butler,300 (2006) 
225000000,                    PG-13,USA,Gore Verbinski,Action,1066179725,7.3,608068,English, Walt Disney Pictures,7 July 2006 (USA),151 min,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest (2006) 
0,                    R,Spain,Guillermo del Toro,Drama,87041569,8.2,566995,Spanish, Estudios Picasso,19 January 2007 (USA),118 min,Ivana Baquero,Pan's Labyrinth (2006) 
150000000,                    PG-13,UK,Martin Campbell,Action,599045960,8,535745,English, Columbia Pictures,17 November 2006 (USA),144 min,Daniel Craig,Casino Royale (2006) 
100000000,                    R,USA,Edward Zwick,Adventure,171407179,8,459439,English, Warner Bros.,8 December 2006 (USA),143 min,Leonardo DiCaprio,Blood Diamond (2006) 
210000000,                    PG-13,Canada,Brett Ratner,Action,459359555,6.7,447627,English, Twentieth Century Fox,26 May 2006 (USA),104 min,Patrick Stewart,X-Men: The Last Stand (2006) 
76000000,                    R,USA,Alfonso Cuarón,Drama,69959751,7.9,426812,English, Universal Pictures,5 January 2007 (USA),109 min,Julianne Moore,Children of Men (2006) 
8000000,                    R,USA,Jonathan Dayton,Comedy,100523181,7.8,406750,English, Fox Searchlight Pictures,18 August 2006 (USA),101 min,Steve Carell,Little Miss Sunshine (2006) 
55000000,                    PG-13,USA,Gabriele Muccino,Biography,307077295,8,401729,English, Columbia Pictures,15 December 2006 (USA),117 min,Will Smith,The Pursuit of Happyness (2006) 
125000000,                    PG-13,USA,Ron Howard,Mystery,758239851,6.6,369085,English, Columbia Pictures,19 May 2006 (USA),149 min,Tom Hanks,The Da Vinci Code (2006) 
35000000,                    PG-13,USA,David Frankel,Comedy,326551094,6.9,336326,English, Fox 2000 Pictures,30 June 2006 (USA),109 min,Anne Hathaway,The Devil Wears Prada (2006) 
16000000,                    PG-13,USA,Neil Burger,Drama,87892388,7.6,335120,English, Bull's Eye Entertainment,1 September 2006 (USA),110 min,Edward Norton,The Illusionist (2006) 
18000000,                    R,USA,Larry Charles,Comedy,261572744,7.3,330203,English, Everyman Pictures,3 November 2006 (USA),84 min,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006) 
120000000,                    G,USA,John Lasseter,Animation,217898144,7.1,324761,English, Pixar Animation Studios,9 June 2006 (USA),117 min,Owen Wilson,Cars (2006) 
2000000,                    R,Germany,Florian Henckel von Donnersmarck,Drama,77356819,8.4,318714,German, Wiedemann & Berg Filmproduktion,30 March 2007 (USA),137 min,Ulrich Mühe,The Lives of Others (2006) 
45000000,                    R,USA,Spike Lee,Crime,184376254,7.6,311532,English, Universal Pictures,24 March 2006 (USA),129 min,Denzel Washington,Inside Man (2006) 
150000000,                    PG-13,USA,J.J. Abrams,Action,397850012,6.9,303660,English, Paramount Pictures,5 May 2006 (USA),126 min,Tom Cruise,Mission: Impossible III (2006) 
27000000,                    R,Germany,Paul McGuigan,Crime,56308881,7.8,287269,English, The Weinstein Company,7 April 2006 (USA),110 min,Josh Hartnett,Lucky Number Slevin (2006) 
110000000,                    PG,USA,Shawn Levy,Adventure,574480841,6.4,284109,English, Twentieth Century Fox,22 December 2006 (USA),108 min,Ben Stiller,Night at the Museum (2006) 
70000000,                    PG-13,USA,Frank Coraci,Comedy,237681299,6.4,281261,English, Columbia Pictures,23 June 2006 (USA),107 min,Adam Sandler,Click (2006) 
75000000,                    PG-13,USA,Tony Scott,Action,180557550,7.1,274321,English, Touchstone Pictures,22 November 2006 (USA),126 min,Denzel Washington,Deja Vu (2006) 
25000000,                    R,France,Alejandro G. Iñárritu,Drama,135330182,7.5,271913,English, Paramount Pictures,10 November 2006 (USA),143 min,Brad Pitt,Babel (2006) 
40000000,                    R,USA,Mel Gibson,Action,120654337,7.8,268953,Maya, Icon Entertainment International,8 December 2006 (USA),139 min,Gerardo Taracena,Apocalypto (2006) 
209000000,                    PG-13,USA,Bryan Singer,Action,191000000,6.1,259375,English, Warner Bros.,28 June 2006 (USA),154 min,Brandon Routh,Superman Returns (2006) 
80000000,                    PG,USA,Carlos Saldanha,Animation,660940780,6.8,232322,English, Twentieth Century Fox Animation,31 March 2006 (USA),91 min,Ray Romano,Ice Age: The Meltdown (2006) 
12000000,                    R,USA,Mark Neveldine,Action,0,7,220459,English, Lakeshore Entertainment,1 September 2006 (USA),88 min,Jason Statham,Crank (2006) 
85000000,                    PG-13,USA,Nancy Meyers,Comedy,205135324,6.9,218941,English, Columbia Pictures,8 December 2006 (USA),138 min,Kate Winslet,The Holiday (2006) 
0,                    R,Germany,Tom Tykwer,Crime,135039943,7.5,218050,English, Constantin Film,5 January 2007 (USA),147 min,Ben Whishaw,Perfume: The Story of a Murderer (2006) 
85000000,                    PG-13,USA,Justin Lin,Action,158468292,6,216894,English, Universal Pictures,16 June 2006 (USA),104 min,Lucas Black,The Fast and the Furious: Tokyo Drift (2006) 
35000000,                    PG-13,Canada,Darren Aronofsky,Drama,0,7.3,215287,English, Warner Bros.,22 November 2006 (USA),96 min,Hugh Jackman,The Fountain (2006) 
38000000,                    PG-13,USA,Marc Forster,Comedy,0,7.6,205839,English, Columbia Pictures,10 November 2006 (USA),113 min,Will Ferrell,Stranger Than Fiction (2006) 
0,                    R,Canada,Christophe Gans,Horror,0,6.6,201280,English, Silent Hill DCP Inc.,21 April 2006 (USA),125 min,Radha Mitchell,Silent Hill (2006) 
24000000,                    PG,USA,Sylvester Stallone,Drama,155721132,7.2,188802,English, Metro-Goldwyn-Mayer (MGM),20 December 2006 (USA),102 min,Sylvester Stallone,Rocky Balboa (2006) 
50000000,                    R,USA,Len Wiseman,Action,111340801,6.7,178957,English, Screen Gems,20 January 2006 (USA),106 min,Kate Beckinsale,Underworld: Evolution (2006) 
10000000,                    R,USA,Darren Lynn Bousman,Crime,84635551,6.2,164999,English, Twisted Pictures,27 October 2006 (USA),108 min,Tobin Bell,Saw III (2006) 
6000000,                    R,UK,Kevin Macdonald,Biography,48363516,7.7,164429,English, Fox Searchlight Pictures,19 January 2007 (USA),123 min,James McAvoy,The Last King of Scotland (2006) 
100000000,                    PG,USA,George Miller,Animation,384335608,6.5,156358,English, Warner Bros.,17 November 2006 (USA),108 min,Elijah Wood,Happy Feet (2006) 
72500000,                    PG-13,USA,Adam McKay,Comedy,162966177,6.6,152483,English, Columbia Pictures,4 August 2006 (USA),108 min,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby (2006) 
15000000,                    R,USA,Alexandre Aja,Horror,70355813,6.4,147822,English, Craven-Maddalena Films,10 March 2006 (USA),107 min,Ted Levine,The Hills Have Eyes (2006) 
80000000,                    PG,USA,Tim Johnson,Animation,336002996,6.7,146312,English, DreamWorks Animation,19 May 2006 (USA),83 min,Bruce Willis,Over the Hedge (2006) 
19000000,                    R,USA,Clint Eastwood,Drama,68673228,7.9,145689,Japanese, DreamWorks,2 February 2007 (USA),141 min,Ken Watanabe,Letters from Iwo Jima (2006) 
20000000,                    PG-13,USA,Andy Fickman,Comedy,57194667,6.4,135819,English, DreamWorks,17 March 2006 (USA),105 min,Amanda Bynes,She's the Man (2006) 
17000000,                    R,UK,Joe Carnahan,Action,53960137,6.7,130957,English, Universal Pictures,26 January 2007 (USA),109 min,Jeremy Piven,Smokin' Aces (2006) 
0,                    R,USA,Mike Judge,Adventure,0,6.6,130781,English, Twentieth Century Fox,25 January 2007 (Germany),84 min,Luke Wilson,Idiocracy (2006) 
40000000,                    PG,USA,Alejandro Agresti,Drama,114830111,6.8,128771,English, Warner Bros.,16 June 2006 (USA),99 min,Keanu Reeves,The Lake House (2006) 
33000000,                    R,USA,David R. Ellis,Action,62022014,5.5,125558,English, New Line Cinema,18 August 2006 (USA),105 min,Samuel L. Jackson,Snakes on a Plane (2006) 
5000000,                    R,USA,Kevin Smith,Comedy,0,7.4,124018,English, The Weinstein Company,21 July 2006 (USA),97 min,Brian O'Halloran,Clerks II (2006) 
52000000,                    PG-13,USA,Richard Donner,Action,65664721,6.6,121286,English, Alcon Entertainment,3 March 2006 (USA),102 min,Bruce Willis,16 Blocks (2006) 
25000000,                    R,USA,Ethan Coen,Crime,171627166,8.1,758786,English, Paramount Vantage,21 November 2007 (USA),122 min,Tommy Lee Jones,No Country for Old Men (2007) 
150000000,                    PG-13,USA,Francis Lawrence,Drama,585349010,7.2,628226,English, Warner Bros.,14 December 2007 (USA),101 min,Will Smith,I Am Legend (2007) 
110000000,                    PG-13,USA,Paul Greengrass,Action,442824138,8,577091,English, Universal Pictures,3 August 2007 (USA),115 min,Matt Damon,The Bourne Ultimatum (2007) 
150000000,                    G,USA,Brad Bird,Animation,623722818,8,571946,English, Don Bluth Productions,29 June 2007 (USA),111 min,Brad Garrett,Ratatouille (2007) 
150000000,                    PG-13,USA,Michael Bay,Action,709709780,7.1,566364,English, DreamWorks,3 July 2007 (USA),144 min,Shia LaBeouf,Transformers (2007) 
300000000,                    PG-13,USA,Gore Verbinski,Action,963420425,7.1,552019,English, Walt Disney Pictures,25 May 2007 (USA),169 min,Johnny Depp,Pirates of the Caribbean: At World's End (2007) 
15000000,                    R,USA,Sean Penn,Adventure,56255142,8.1,519995,English, Paramount Vantage,19 October 2007 (USA),148 min,Emile Hirsch,Into the Wild (2007) 
20000000,                    R,USA,Greg Mottola,Comedy,169871719,7.6,479210,English, Columbia Pictures,17 August 2007 (USA),113 min,Michael Cera,Superbad (2007) 
7500000,                    PG-13,USA,Jason Reitman,Comedy,231411584,7.5,463204,English, Fox Searchlight Pictures,25 December 2007 (USA),96 min,Ellen Page,Juno (2007) 
25000000,                    R,USA,Paul Thomas Anderson,Drama,77208711,8.2,458768,English, Paramount Vantage,25 January 2008 (USA),158 min,Daniel Day-Lewis,There Will Be Blood (2007) 
258000000,                    PG-13,USA,Sam Raimi,Action,554341323,6.2,455300,English, Columbia Pictures,4 May 2007 (USA),139 min,Tobey Maguire,Spider-Man 3 (2007) 
150000000,                    PG-13,UK,David Yates,Adventure,939885929,7.5,448326,English, Warner Bros.,11 July 2007 (USA),138 min,Daniel Radcliffe,Harry Potter and the Order of the Phoenix (2007) 
0,                    R,UK,Edgar Wright,Action,80573774,7.9,421275,English, StudioCanal,20 April 2007 (USA),121 min,Simon Pegg,Hot Fuzz (2007) 
65000000,                    R,USA,David Fincher,Crime,84785914,7.7,385953,English, Paramount Pictures,2 March 2007 (USA),157 min,Jake Gyllenhaal,Zodiac (2007) 
110000000,                    PG-13,USA,Len Wiseman,Action,383531464,7.1,369289,English, Twentieth Century Fox,27 June 2007 (USA),128 min,Bruce Willis,Live Free or Die Hard (2007) 
100000000,                    R,USA,Ridley Scott,Biography,266465037,7.8,364087,English, Universal Pictures,2 November 2007 (USA),157 min,Denzel Washington,American Gangster (2007) 
30000000,                    R,USA,Judd Apatow,Comedy,219076518,7,329697,English, Universal Pictures,1 June 2007 (USA),129 min,Seth Rogen,Knocked Up (2007) 
50000000,                    R,USA,Tim Burton,Drama,152523073,7.4,320359,English, DreamWorks,21 December 2007 (USA),116 min,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street (2007) 
85000000,                    PG-13,USA,Steven Soderbergh,Crime,311312624,6.9,295208,English, Warner Bros.,8 June 2007 (USA),122 min,George Clooney,Ocean's Thirteen (2007) 
61000000,                    R,USA,Antoine Fuqua,Action,95696996,7.2,289946,English, Paramount Pictures,23 March 2007 (USA),124 min,Mark Wahlberg,Shooter (2007) 
75000000,                    PG-13,USA,David Silverman,Animation,526745137,7.3,289918,English, Twentieth Century Fox,27 July 2007 (USA),87 min,Dan Castellaneta,The Simpsons Movie (2007) 
55000000,                    R,USA,James Mangold,Action,71171825,7.7,268362,English, Lionsgate,7 September 2007 (USA),122 min,Russell Crowe,3:10 to Yuma (2007) 
18000000,                    R,USA,Frank Darabont,Horror,0,7.2,258388,English, Dimension Films,21 November 2007 (USA),126 min,Thomas Jane,The Mist (2007) 
160000000,                    PG,USA,Chris Miller,Animation,798958162,6.1,252449,English, DreamWorks Animation,18 May 2007 (USA),93 min,Mike Myers,Shrek the Third (2007) 
0,                    Not Rated,USA,Quentin Tarantino,Action,0,7,241640,English, Dimension Films,31 May 2007 (Hungary),114 min,Kurt Russell,Death Proof (2007) 
15000000,                    R,UK,Juan Carlos Fresnadillo,Drama,64238440,7,240091,English, Fox Atomic,11 May 2007 (USA),100 min,Jeremy Renner,28 Weeks Later (2007) 
25000000,                    PG-13,USA,Mikael Håfström,Drama,131998242,6.8,240058,English, Dimension Films,22 June 2007 (USA),104 min,John Cusack,1408 (2007) 
70000000,                    PG-13,UK,Matthew Vaughn,Adventure,135560026,7.7,237750,English, Paramount Pictures,10 August 2007 (USA),127 min,Charlie Cox,Stardust (2007) 
130000000,                    PG,USA,Tim Story,Action,289047763,5.6,237100,English, Twentieth Century Fox,15 June 2007 (USA),92 min,Ioan Gruffudd,Fantastic 4: Rise of the Silver Surfer (2007) 
19000000,                    R,USA,Ben Affleck,Crime,0,7.7,231874,English, Miramax Films,19 October 2007 (USA),114 min,Morgan Freeman,Gone Baby Gone (2007) 
30000000,                    R,UK,Joe Wright,Drama,129266061,7.8,226659,English, Universal Pictures,11 January 2008 (USA),123 min,Keira Knightley,Atonement (2007) 
0,                    R,UK,Danny Boyle,Adventure,32017803,7.3,218377,English, DNA Films,27 July 2007 (USA),107 min,Cillian Murphy,Sunshine (2007) 
0,                    R,UK,David Cronenberg,Crime,0,7.7,213196,English, Kudos Film and Television,21 September 2007 (USA),100 min,Naomi Watts,Eastern Promises (2007) 
45000000,                    PG-13,USA,Rob Reiner,Adventure,175372502,7.4,212726,English, Warner Bros.,11 January 2008 (USA),97 min,Jack Nicholson,The Bucket List (2007) 
110000000,                    PG-13,USA,Mark Steven Johnson,Action,228738393,5.2,207802,English, Columbia Pictures,16 February 2007 (USA),114 min,Nicolas Cage,Ghost Rider (2007) 
15000,                    R,USA,Oren Peli,Horror,193355800,6.3,206826,English, Solana Films,16 October 2009 (USA),86 min,Katie Featherston,Paranormal Activity (2007) 
20000000,                    PG-13,USA,D.J. Caruso,Crime,117760134,6.9,206325,English, DreamWorks,13 April 2007 (USA),105 min,Shia LaBeouf,Disturbia (2007) 
130000000,                    PG,USA,Jon Turteltaub,Action,457364600,6.5,204119,English, Walt Disney Pictures,21 December 2007 (USA),124 min,Nicolas Cage,National Treasure: Book of Secrets (2007) 
30000000,                    PG-13,USA,Richard LaGravenese,Drama,156835339,7.1,190487,English, Alcon Entertainment,21 December 2007 (USA),126 min,Hilary Swank,P.S. I Love You (2007) 
0,                    Not Rated,USA,Robert Rodriguez,Action,0,7.1,187292,English, Dimension Films,13 June 2008 (Mexico),105 min,Rose McGowan,Planet Terror (2007) 
32000000,                    R,USA,Joel Schumacher,Crime,77566815,6.4,183581,English, New Line Cinema,23 February 2007 (USA),98 min,Jim Carrey,The Number 23 (2007) 
45000000,                    R,France,Russell Mulcahy,Action,147717833,6.3,172075,English, Screen Gems,21 September 2007 (USA),94 min,Milla Jovovich,Resident Evil: Extinction (2007) 
53000000,                    R,USA,Robert Rodriguez,Action,0,7.6,168962,English, Dimension Films,6 April 2007 (USA),191 min,Kurt Russell,Grindhouse (2007) 
0,                    R,USA,Gregory Hoblit,Crime,91354215,7.2,167697,English, New Line Cinema,20 April 2007 (USA),113 min,Anthony Hopkins,Fracture (2007) 
180000000,                    PG-13,UK,Chris Weitz,Adventure,346000000,6.1,166574,English, New Line Cinema,7 December 2007 (USA),113 min,Nicole Kidman,The Golden Compass (2007) 
17500000,                    R,USA,Wes Anderson,Adventure,35076923,7.2,164093,English, Fox Searchlight Pictures,26 October 2007 (USA),91 min,Owen Wilson,The Darjeeling Limited (2007) 
85000000,                    PG,USA,Kevin Lima,Animation,340487652,7.1,164041,English, Walt Disney Pictures,21 November 2007 (USA),107 min,Amy Adams,Enchanted (2007) 
200000,                    Not Rated,USA,Richard Schenkman,Drama,0,7.9,159086,English, Falling Sky Entertainment,10 June 2007 (USA),87 min,David Lee Smith,The Man from Earth (2007) 
30000000,                    R,USA,Andrew Dominik,Biography,0,7.5,155982,English, Warner Bros.,19 October 2007 (USA),160 min,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford (2007) 
32000000,                    R,USA,David Slade,Action,80276156,6.6,155042,English, Columbia Pictures,19 October 2007 (USA),113 min,Josh Hartnett,30 Days of Night (2007) 
185000000,                    PG-13,USA,Christopher Nolan,Action,1004558444,9,2035987,English, Warner Bros.,18 July 2008 (USA),152 min,Christian Bale,The Dark Knight (2008) 
180000000,                    G,USA,Andrew Stanton,Animation,534767889,8.4,894185,English, FortyFour Studios,27 June 2008 (USA),98 min,Ben Burtt,WALL·E (2008) 
140000000,                    PG-13,USA,Jon Favreau,Action,585174222,7.9,842690,English, Paramount Pictures,2 May 2008 (USA),126 min,Robert Downey Jr.,Iron Man (2008) 
15000000,                    R,UK,Danny Boyle,Drama,377910544,8,741619,English, Celador Films,25 December 2008 (USA),120 min,Dev Patel,Slumdog Millionaire (2008) 
33000000,                    R,Germany,Clint Eastwood,Drama,269958228,8.1,664296,English, Matten Productions,9 January 2009 (USA),116 min,Clint Eastwood,Gran Torino (2008) 
25000000,                    PG-13,France,Pierre Morel,Action,226830568,7.8,535672,English, EuropaCorp,30 January 2009 (USA),94 min,Liam Neeson,Taken (2008) 
150000000,                    PG-13,USA,David Fincher,Drama,333932083,7.8,534681,English, Warner Bros.,25 December 2008 (USA),166 min,Brad Pitt,The Curious Case of Benjamin Button (2008) 
150000000,                    PG-13,USA,Peter Berg,Action,624386746,6.4,407881,English, Columbia Pictures,2 July 2008 (USA),92 min,Will Smith,Hancock (2008) 
150000000,                    PG-13,USA,Louis Leterrier,Action,263427551,6.7,391836,English, Universal Pictures,13 June 2008 (USA),112 min,Edward Norton,The Incredible Hulk (2008) 
37000000,                    PG-13,USA,Catherine Hardwicke,Drama,392616625,5.2,390975,English, Summit Entertainment,21 November 2008 (USA),122 min,Kristen Stewart,Twilight (2008) 
15000000,                    R,USA,Kathryn Bigelow,Drama,49230772,7.6,389260,English, Voltage Pictures,31 July 2009 (USA),131 min,Jeremy Renner,The Hurt Locker (2008) 
185000000,                    PG-13,USA,Steven Spielberg,Action,786636033,6.2,389204,English, Paramount Pictures,22 May 2008 (USA),122 min,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull (2008) 
130000000,                    PG,USA,Mark Osborne,Animation,631744560,7.6,376211,English, DreamWorks Animation,6 June 2008 (USA),92 min,Jack Black,Kung Fu Panda (2008) 
0,                    PG-13,UK,Marc Forster,Action,0,6.6,375097,English, Metro-Goldwyn-Mayer (MGM),14 November 2008 (USA),106 min,Daniel Craig,Quantum of Solace (2008) 
15000000,                    R,UK,Martin McDonagh,Comedy,0,7.9,358743,English, Focus Features,29 February 2008 (USA),107 min,Colin Farrell,In Bruges (2008) 
92000000,                    R,USA,Ben Stiller,Action,188072649,7,349005,English, DreamWorks,13 August 2008 (USA),107 min,Ben Stiller,Tropic Thunder (2008) 
25000000,                    PG-13,USA,Matt Reeves,Action,170764026,7,348537,English, Paramount Pictures,18 January 2008 (USA),85 min,Mike Vogel,Cloverfield (2008) 
75000000,                    R,USA,Timur Bekmambetov,Action,341433252,6.7,337590,English, Universal Pictures,27 June 2008 (USA),110 min,Angelina Jolie,Wanted (2008) 
70000000,                    PG-13,USA,Peyton Reed,Comedy,228990976,6.8,308604,English, Warner Bros.,19 December 2008 (USA),104 min,Jim Carrey,Yes Man (2008) 
27000000,                    R,USA,David Gordon Green,Action,101624843,7,290773,English, Columbia Pictures,6 August 2008 (USA),111 min,Seth Rogen,Pineapple Express (2008) 
37000000,                    R,USA,Ethan Coen,Comedy,163720069,7,285486,English, Focus Features,12 September 2008 (USA),96 min,Brad Pitt,Burn After Reading (2008) 
6000000,                    R,USA,Darren Aronofsky,Drama,0,7.9,276034,English, Wild Bunch,30 January 2009 (USA),109 min,Mickey Rourke,The Wrestler (2008) 
85000000,                    PG-13,USA,Doug Liman,Action,222231186,6.1,270254,English, Twentieth Century Fox,14 February 2008 (USA),88 min,Hayden Christensen,Jumper (2008) 
55000000,                    PG-13,USA,Gabriele Muccino,Drama,168168201,7.6,266394,English, Columbia Pictures,19 December 2008 (USA),123 min,Will Smith,Seven Pounds (2008) 
30000000,                    R,USA,Nicholas Stoller,Comedy,105173115,7.2,246190,English, Universal Pictures,18 April 2008 (USA),111 min,Kristen Bell,Forgetting Sarah Marshall (2008) 
65000000,                    R,USA,Adam McKay,Comedy,128107642,6.9,244674,English, Columbia Pictures,25 July 2008 (USA),98 min,Will Ferrell,Step Brothers (2008) 
85000000,                    PG-13,USA,Guillermo del Toro,Action,160388063,7,237585,English, Universal Pictures,11 July 2008 (USA),120 min,Ron Perlman,Hellboy II: The Golden Army (2008) 
15500000,                    PG-13,Spain,Woody Allen,Comedy,104504817,7.1,226342,English, The Weinstein Company,15 August 2008 (USA),96 min,Rebecca Hall,Vicky Cristina Barcelona (2008) 
