Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
48000000,                    PG-13,USA,Steven Spielberg,Action,474171806,8.2,626214,English, Paramount Pictures,24 May 1989 (USA),127 min,Harrison Ford,Indiana Jones and the Last Crusade (1989) 
40000000,                    PG,USA,Robert Zemeckis,Adventure,213500000,7.8,420747,English, Universal Pictures,22 November 1989 (USA),108 min,Michael J. Fox,Back to the Future Part II (1989) 
16400000,                    PG,USA,Peter Weir,Comedy,140000000,8.1,363539,English, Touchstone Pictures,9 June 1989 (USA),128 min,Robin Williams,Dead Poets Society (1989) 
35000000,                    PG-13,USA,Tim Burton,Action,411348924,7.5,310198,English, Warner Bros.,23 June 1989 (USA),126 min,Michael Keaton,Batman (1989) 
40000000,                    G,USA,Ron Clements,Animation,211343479,7.6,210062,English, Walt Disney Pictures,17 November 1989 (USA),83 min,Jodi Benson,The Little Mermaid (1989) 
16000000,                    R,USA,Rob Reiner,Comedy,0,7.6,175771,English, Castle Rock Entertainment,21 July 1989 (USA),95 min,Billy Crystal,When Harry Met Sally... (1989) 
37000000,                    PG,USA,Ivan Reitman,Action,215394738,6.5,166176,English, Columbia Pictures,16 June 1989 (USA),108 min,Bill Murray,Ghostbusters II (1989) 
70000000,                    PG-13,USA,James Cameron,Adventure,90000098,7.6,150094,English, Twentieth Century Fox,9 August 1989 (USA),145 min,Ed Harris,The Abyss (1989) 
28000000,                    R,USA,Richard Donner,Action,227853986,7.2,147798,English, Warner Bros.,7 July 1989 (USA),114 min,Mel Gibson,Lethal Weapon 2 (1989) 
27000000,                    PG-13,USA,Jeremiah S. Chechik,Comedy,0,7.6,133282,English, Warner Bros.,1 December 1989 (USA),97 min,Chevy Chase,National Lampoon's Christmas Vacation (1989) 
18000000,                    PG,USA,Joe Johnston,Adventure,222724172,6.3,128410,English, Walt Disney Pictures,23 June 1989 (USA),93 min,Rick Moranis,"Honey, I Shrunk the Kids (1989) "
18000000,                    R,USA,Edward Zwick,Biography,0,7.9,112526,English, TriStar Pictures,16 February 1990 (USA),122 min,Matthew Broderick,Glory (1989) 
0,                    PG,USA,Phil Alden Robinson,Drama,84431625,7.5,99067,English, Gordon Company,5 May 1989 (USA),107 min,Kevin Costner,Field of Dreams (1989) 
10000000,                    PG,USA,Stephen Herek,Adventure,0,6.9,98697,English, De Laurentiis Entertainment Group (DEG),17 February 1989 (USA),90 min,Keanu Reeves,Bill & Ted's Excellent Adventure (1989) 
0,                    G,Japan,Hayao Miyazaki,Animation,27081851,7.9,97812,Japanese, Kiki's Delivery Service Production Committee,20 December 1990 (USA),103 min,Kirsten Dunst,Kiki's Delivery Service (1989) 
14000000,                    R,USA,Oliver Stone,Biography,161001698,7.2,89263,English, Ixtlan,5 January 1990 (USA),145 min,Tom Cruise,Born on the Fourth of July (1989) 
7500000,                    PG,USA,Bruce Beresford,Drama,145793296,7.4,88231,English, The Zanuck Company,26 January 1990 (USA),99 min,Morgan Freeman,Driving Miss Daisy (1989) 
55000000,                    R,USA,Andrey Konchalovskiy,Action,0,6.4,88077,English, Warner Bros.,22 December 1989 (USA),104 min,Sylvester Stallone,Tango & Cash (1989) 
32000000,                    PG-13,UK,John Glen,Action,156200000,6.6,85405,English, Danjaq,14 July 1989 (USA),133 min,Timothy Dalton,Licence to Kill (1989) 
11500000,                    R,USA,Mary Lambert,Horror,0,6.6,80037,English, Paramount Pictures,21 April 1989 (USA),103 min,Dale Midkiff,Pet Sematary (1989) 
0,                    PG-13,USA,Cameron Crowe,Comedy,0,7.4,75917,English, Gracie Films,14 April 1989 (USA),100 min,John Cusack,Say Anything... (1989) 
15000000,                    PG,USA,John Hughes,Comedy,79258538,7,75305,English, Universal Pictures,16 August 1989 (USA),100 min,John Candy,Uncle Buck (1989) 
6500000,                    R,USA,Spike Lee,Comedy,0,7.9,73944,English, 40 Acres & A Mule Filmworks,21 July 1989 (USA),120 min,Danny Aiello,Do the Right Thing (1989) 
7500000,                    PG-13,USA,Amy Heckerling,Comedy,296999813,5.8,72091,English, TriStar Pictures,13 October 1989 (USA),93 min,John Travolta,Look Who's Talking (1989) 
18000000,                    PG,USA,Joe Dante,Comedy,49102000,6.9,61243,English, Imagine Entertainment,17 February 1989 (USA),101 min,Tom Hanks,The 'Burbs (1989) 
0,                    R,Ireland,Jim Sheridan,Biography,0,7.9,60434,English, Ferndale Films,30 March 1990 (USA),103 min,Daniel Day-Lewis,My Left Foot (1989) 
13000000,                    PG,USA,Roger Spottiswoode,Comedy,0,6.1,57260,English, Touchstone Pictures,28 July 1989 (USA),97 min,Tom Hanks,Turner & Hooch (1989) 
11000000,                    R,USA,David S. Ward,Comedy,0,7.2,55972,English, Mirage Enterprises,7 April 1989 (USA),107 min,Tom Berenger,Major League (1989) 
17000000,                    R,USA,Rowdy Herrington,Action,87945379,6.6,53334,English, Silver Pictures,19 May 1989 (USA),114 min,Patrick Swayze,Road House (1989) 
27800000,                    PG,USA,William Shatner,Action,70210000,5.5,51266,English, Paramount Pictures,9 June 1989 (USA),107 min,William Shatner,Star Trek V: The Final Frontier (1989) 
19000000,                    PG-13,USA,Woody Allen,Comedy,0,8,49958,English, Jack Rollins & Charles H. Joffe Productions,3 November 1989 (USA),104 min,Martin Landau,Crimes and Misdemeanors (1989) 
30000000,                    R,USA,Ridley Scott,Action,134212055,6.6,45187,English, Paramount Pictures,22 September 1989 (USA),125 min,Michael Douglas,Black Rain (1989) 
1500000,                    R,USA,Mark DiSalle,Action,0,6.4,44469,English, Kings Road Entertainment,8 September 1989 (USA),97 min,Jean-Claude Van Damme,Kickboxer (1989) 
1200000,                    R,USA,Steven Soderbergh,Drama,0,7.2,44381,English, Outlaw Productions (I),22 September 1989 (USA),100 min,James Spader,"Sex, Lies, and Videotape (1989) "
26000000,                    R,USA,Danny DeVito,Comedy,160188546,6.8,44116,English, Twentieth Century Fox,8 December 1989 (USA),116 min,Michael Douglas,The War of the Roses (1989) 
0,                    PG-13,USA,Ted Kotcheff,Adventure,0,6.4,43919,English, Gladden Entertainment,5 July 1989 (USA),97 min,Andrew McCarthy,Weekend at Bernie's (1989) 
18000000,                    R,USA,Arthur Hiller,Comedy,0,6.8,43632,English, TriStar Pictures,12 May 1989 (USA),103 min,Richard Pryor,"See No Evil, Hear No Evil (1989) "
0,                    PG,USA,John G. Avildsen,Action,0,5.1,43586,English, Columbia Pictures,30 June 1989 (USA),112 min,Ralph Macchio,The Karate Kid Part III (1989) 
0,                    R,Hong Kong,John Woo,Action,0,7.8,42804,Cantonese, Film Workshop,1 September 1990 (USA),111 min,Yun-Fat Chow,The Killer (1989) 
15000000,                    PG,USA,Herbert Ross,Comedy,95904091,7.3,41402,English, TriStar Pictures,22 November 1989 (USA),117 min,Shirley MacLaine,Steel Magnolias (1989) 
20000000,                    PG-13,USA,Ron Howard,Comedy,0,7,40546,English, Imagine Entertainment,2 August 1989 (USA),124 min,Steve Martin,Parenthood (1989) 
22500000,                    R,USA,Brian De Palma,Crime,0,7.1,37839,English, Columbia Pictures,18 August 1989 (USA),113 min,Michael J. Fox,Casualties of War (1989) 
6000000,                    R,USA,Stephen Hopkins,Fantasy,0,5.1,36298,English, New Line Cinema,11 August 1989 (USA),89 min,Robert Englund,A Nightmare on Elm Street 5: The Dream Child (1989) 
24000000,                    R,USA,John Flynn,Crime,0,6.4,34723,English, White Eagle,4 August 1989 (USA),109 min,Sylvester Stallone,Lock Up (1989) 
19000000,                    R,USA,Harold Becker,Crime,110879513,6.8,34401,English, Universal Pictures,15 September 1989 (USA),113 min,Al Pacino,Sea of Love (1989) 
10400000,                    R,Australia,Phillip Noyce,Horror,0,6.8,33765,English, Kennedy Miller Productions,7 April 1989 (USA),96 min,Nicole Kidman,Dead Calm (1989) 
13800000,                    G,Ireland,Don Bluth,Animation,0,6.7,32185,English, Goldcrest Films International,17 November 1989 (USA),84 min,Dom DeLuise,All Dogs Go to Heaven (1989) 
0,                    NC-17,Netherlands,Peter Greenaway,Crime,0,7.6,31427,English, Allarts,6 April 1990 (USA),124 min,Richard Bohringer,"The Cook, the Thief, His Wife & Her Lover (1989) "
3000000,                    R,USA,Dominique Othenin-Girard,Horror,0,5.2,30436,English, Magnum Pictures Inc.,13 October 1989 (USA),96 min,Donald Pleasence,Halloween 5: The Revenge of Michael Myers (1989) 
17000000,                    PG-13,USA,Rod Daniel,Action,78247647,6,29317,English, Gordon Company,28 April 1989 (USA),101 min,Jim Belushi,K-9 (1989) 
25000000,                    R,USA,Martin Scorsese,Biography,0,8.7,893714,English, Warner Bros.,21 September 1990 (USA),146 min,Robert De Niro,Goodfellas (1990) 
20000000,                    PG-13,USA,Tim Burton,Drama,86024005,7.9,411868,English, Twentieth Century Fox,14 December 1990 (USA),105 min,Johnny Depp,Edward Scissorhands (1990) 
18000000,                    PG,USA,Chris Columbus,Comedy,533800000,7.5,403141,English, Hughes Entertainment,16 November 1990 (USA),103 min,Macaulay Culkin,Home Alone (1990) 
40000000,                    PG,USA,Robert Zemeckis,Adventure,244527583,7.4,354107,English, Universal Pictures,25 May 1990 (USA),118 min,Michael J. Fox,Back to the Future Part III (1990) 
54000000,                    R,USA,Francis Ford Coppola,Crime,136766062,7.6,323427,English, Paramount Pictures,25 December 1990 (USA),162 min,Al Pacino,The Godfather: Part III (1990) 
70000000,                    R,USA,Renny Harlin,Action,240031094,7.1,310705,English, Twentieth Century Fox,3 July 1990 (USA),124 min,Bruce Willis,Die Hard 2 (1990) 
65000000,                    R,USA,Paul Verhoeven,Action,141905000,7.5,276057,English, Carolco Pictures,1 June 1990 (USA),113 min,Arnold Schwarzenegger,Total Recall (1990) 
14000000,                    R,USA,Garry Marshall,Comedy,463406268,7,257650,English, Touchstone Pictures,23 March 1990 (USA),119 min,Richard Gere,Pretty Woman (1990) 
22000000,                    PG-13,USA,Kevin Costner,Adventure,424200000,8,218734,English, Tig Productions,21 November 1990 (USA),181 min,Kevin Costner,Dances with Wolves (1990) 
22000000,                    PG-13,USA,Jerry Zucker,Drama,290000000,7,177468,English, Paramount Pictures,13 July 1990 (USA),127 min,Patrick Swayze,Ghost (1990) 
30000000,                    PG,USA,John McTiernan,Action,200512643,7.6,163379,English, Paramount Pictures,2 March 1990 (USA),135 min,Sean Connery,The Hunt for Red October (1990) 
20000000,                    R,USA,Rob Reiner,Drama,0,7.8,162430,English, Castle Rock Entertainment,30 November 1990 (USA),107 min,James Caan,Misery (1990) 
35000000,                    R,USA,Stephen Hopkins,Action,57120318,6.3,132261,English, Davis Entertainment,21 November 1990 (USA),108 min,Danny Glover,Predator 2 (1990) 
26000000,                    PG-13,USA,Ivan Reitman,Comedy,201957688,6.1,124154,English, Imagine Entertainment,21 December 1990 (USA),111 min,Arnold Schwarzenegger,Kindergarten Cop (1990) 
14000000,                    R,USA,Joel Coen,Crime,0,7.8,117482,English, Circle Films,5 October 1990 (USA),115 min,Gabriel Byrne,Miller's Crossing (1990) 
42000000,                    PG-13,USA,John G. Avildsen,Drama,119946358,5.2,114640,English, United Artists,16 November 1990 (USA),104 min,Sylvester Stallone,Rocky V (1990) 
31000000,                    PG-13,USA,Penny Marshall,Biography,0,7.8,111078,English, Columbia Pictures,11 January 1991 (USA),121 min,Robert De Niro,Awakenings (1990) 
11000000,                    PG-13,USA,Ron Underwood,Comedy,48572000,7.2,107255,English, Universal Pictures,19 January 1990 (USA),96 min,Kevin Bacon,Tremors (1990) 
25000000,                    R,USA,Adrian Lyne,Drama,0,7.5,89556,English, Carolco Pictures,2 November 1990 (USA),113 min,Tim Robbins,Jacob's Ladder (1990) 
50000000,                    PG-13,USA,Joe Dante,Comedy,0,6.4,83328,English, Warner Bros.,15 June 1990 (USA),106 min,Zach Galligan,Gremlins 2: The New Batch (1990) 
13500000,                    PG,USA,Steve Barron,Action,201965915,6.8,77815,English, 888 Productions,30 March 1990 (USA),93 min,Judith Hoag,Teenage Mutant Ninja Turtles (1990) 
35000000,                    R,USA,Irvin Kershner,Action,0,5.8,74947,English, Orion Pictures,22 June 1990 (USA),117 min,Peter Weller,RoboCop 2 (1990) 
26000000,                    R,USA,Joel Schumacher,Drama,0,6.6,74426,English, Columbia Pictures,10 August 1990 (USA),115 min,Kiefer Sutherland,Flatliners (1990) 
9500000,                    R,USA,David Lynch,Comedy,0,7.2,74193,English, PolyGram Filmed Entertainment,17 August 1990 (USA),125 min,Nicolas Cage,Wild at Heart (1990) 
60000000,                    PG-13,USA,Tony Scott,Action,165900000,6,71519,English, Don Simpson/Jerry Bruckheimer Films,27 June 1990 (USA),107 min,Tom Cruise,Days of Thunder (1990) 
0,                    R,France,Luc Besson,Action,0,7.4,62336,French, Gaumont,1 April 1991 (USA),117 min,Anne Parillaud,La Femme Nikita (1990) 
22000000,                    PG-13,USA,Frank Marshall,Comedy,0,6.4,57709,English, Hollywood Pictures,18 July 1990 (USA),109 min,Jeff Daniels,Arachnophobia (1990) 
16000000,                    R,USA,Sam Raimi,Action,48878520,6.4,53834,English, Renaissance Pictures,24 August 1990 (USA),96 min,Liam Neeson,Darkman (1990) 
47000000,                    PG,USA,Warren Beatty,Action,162738726,6.1,53209,English, Touchstone Pictures,15 June 1990 (USA),105 min,Warren Beatty,Dick Tracy (1990) 
11000000,                    PG-13,USA,John Waters,Comedy,0,6.5,50237,English, Universal Pictures,6 April 1990 (USA),85 min,Johnny Depp,Cry-Baby (1990) 
0,                    PG-13,USA,Amy Heckerling,Comedy,0,4.6,41519,English, TriStar Pictures,14 December 1990 (USA),81 min,John Travolta,Look Who's Talking Too (1990) 
13000000,                    R,USA,John Lafia,Horror,35763605,5.8,39202,English, Universal Pictures,9 November 1990 (USA),84 min,Alex Vincent,Child's Play 2 (1990) 
20000000,                    PG-13,USA,John Badham,Action,138699000,5.9,36415,English, Universal Pictures,18 May 1990 (USA),110 min,Mel Gibson,Bird on a Wire (1990) 
4200000,                    R,USA,Tom Savini,Horror,0,6.9,35589,English, 21st Century Film Corporation,19 October 1990 (USA),92 min,Tony Todd,Night of the Living Dead (1990) 
38000000,                    R,USA,Walter Hill,Action,153518974,5.8,35150,English, Paramount Pictures,8 June 1990 (USA),93 min,Eddie Murphy,Another 48 Hrs. (1990) 
22000000,                    R,USA,Alan J. Pakula,Mystery,221300000,6.9,34277,English, Warner Bros.,27 July 1990 (USA),127 min,Harrison Ford,Presumed Innocent (1990) 
30000000,                    G,USA,Hendel Butoy,Animation,47431461,6.9,33551,English, Silver Screen Partners IV,16 November 1990 (USA),0,Bob Newhart,The Rescuers Down Under (1990) 
25000000,                    PG,USA,John Patrick Shanley,Comedy,0,5.8,31727,English, Warner Bros.,9 March 1990 (USA),102 min,Tom Hanks,Joe Versus the Volcano (1990) 
0,                    PG,UK,Nicolas Roeg,Adventure,0,6.8,31158,English, Lorimar Film Entertainment,24 August 1990 (USA),91 min,Anjelica Huston,The Witches (1990) 
3000000,                    R,USA,Sheldon Lettich,Action,0,6.2,29632,English, Imperial Entertainment Corporation,11 January 1991 (USA),108 min,Jean-Claude Van Damme,Lionheart (1990) 
200000,                    PG-13,Italy,Claudio Fragasso,Comedy,0,2.8,28592,English, Filmirage,12 October 1990 (USA),95 min,Michael Paul Stephenson,Troll 2 (1990) 
20000000,                    PG-13,USA,Geoff Murphy,Action,0,6.5,28128,English, Morgan Creek Entertainment,1 August 1990 (USA),104 min,Emilio Estevez,Young Guns II (1990) 
0,                    R,Italy,Abel Ferrara,Crime,0,7,27421,English, Reteitalia,29 August 1991 (Italy),103 min,Christopher Walken,King of New York (1990) 
20000000,                    PG-13,USA,Richard Benjamin,Comedy,0,6.6,25958,English, Orion Pictures,14 December 1990 (USA),110 min,Cher,Mermaids (1990) 
10000000,                    PG,USA,Dennis Dugan,Comedy,72270900,5.3,25751,English, Universal Pictures,27 July 1990 (USA),81 min,Michael Oliver,Problem Child (1990) 
0,                    R,USA,Harry Hook,Adventure,0,6.4,25670,English, Castle Rock Entertainment,16 March 1990 (USA),90 min,Balthazar Getty,Lord of the Flies (1990) 
10000000,                    R,USA,Bruce Malmuth,Action,0,5.8,25242,English, Warner Bros.,9 February 1990 (USA),96 min,Steven Seagal,Hard to Kill (1990) 
23000000,                    PG-13,UK,Michael Caton-Jones,Action,0,6.9,25104,English, Enigma Productions,12 October 1990 (USA),107 min,Matthew Modine,Memphis Belle (1990) 
35000000,                    R,USA,Roger Spottiswoode,Action,0,5.8,24996,English, Carolco Pictures,10 August 1990 (USA),113 min,Mel Gibson,Air America (1990) 
0,                    R,Canada,Allan Moyle,Comedy,0,7.2,24205,English, New Line Cinema,22 August 1990 (USA),102 min,Christian Slater,Pump Up the Volume (1990) 
19000000,                    R,USA,Jonathan Demme,Crime,272742922,8.6,1117022,English, Strong Heart/Demme Production,14 February 1991 (USA),118 min,Jodie Foster,The Silence of the Lambs (1991) 
102000000,                    R,USA,James Cameron,Action,315000000,8.5,896444,English, Carolco Pictures,3 July 1991 (USA),137 min,Arnold Schwarzenegger,Terminator 2: Judgment Day (1991) 
25000000,                    G,USA,Gary Trousdale,Animation,424967620,8,384835,English, Walt Disney Pictures,22 November 1991 (USA),84 min,Paige O'Hara,Beauty and the Beast (1991) 
70000000,                    PG,USA,Steven Spielberg,Adventure,300854823,6.7,212092,English, Amblin Entertainment,11 December 1991 (USA),142 min,Dustin Hoffman,Hook (1991) 
48000000,                    PG-13,USA,Kevin Reynolds,Action,390493908,6.9,165115,English, Warner Bros.,14 June 1991 (USA),143 min,Kevin Costner,Robin Hood: Prince of Thieves (1991) 
35000000,                    R,USA,Martin Scorsese,Crime,103200000,7.3,152360,English, Amblin Entertainment,15 November 1991 (USA),128 min,Robert De Niro,Cape Fear (1991) 
24000000,                    R,Japan,Kathryn Bigelow,Action,97000000,7.2,136509,English, Largo Entertainment,12 July 1991 (USA),122 min,Patrick Swayze,Point Break (1991) 
40000000,                    R,France,Oliver Stone,Drama,205405498,8,129983,English, Warner Bros.,20 December 1991 (USA),189 min,Kevin Costner,JFK (1991) 
16500000,                    R,USA,Ridley Scott,Adventure,0,7.4,120823,English, Pathé Entertainment,24 May 1991 (USA),130 min,Susan Sarandon,Thelma & Louise (1991) 
30000000,                    PG-13,USA,Barry Sonnenfeld,Comedy,191502426,6.9,114352,English, Metro-Goldwyn-Mayer (MGM),22 November 1991 (USA),99 min,Anjelica Huston,The Addams Family (1991) 
6500000,                    R,USA,John Singleton,Crime,0,7.8,110470,English, Columbia Pictures,12 July 1991 (USA),112 min,Cuba Gooding Jr.,Boyz n the Hood (1991) 
9000000,                    R,USA,Joel Coen,Comedy,0,7.7,103567,English, Circle Films,21 August 1991 (USA),116 min,John Turturro,Barton Fink (1991) 
23000000,                    PG-13,USA,David Zucker,Comedy,0,6.9,95782,English, Paramount Pictures,28 June 1991 (USA),85 min,Leslie Nielsen,The Naked Gun 2½: The Smell of Fear (1991) 
26000000,                    PG-13,USA,Jim Abrahams,Action,181096164,6.7,91115,English, Twentieth Century Fox,31 July 1991 (USA),84 min,Charlie Sheen,Hot Shots! (1991) 
29000000,                    R,USA,Tony Scott,Action,0,7,85838,English, Geffen Pictures,13 December 1991 (USA),105 min,Bruce Willis,The Last Boy Scout (1991) 
38000000,                    R,USA,Oliver Stone,Biography,0,7.2,77062,English, Bill Graham Films,1 March 1991 (USA),140 min,Val Kilmer,The Doors (1991) 
0,                    R,France,Marc Caro,Comedy,0,7.7,74624,French, Constellation,3 April 1992 (USA),99 min,Marie-Laure Dougnac,Delicatessen (1991) 
24000000,                    R,USA,Terry Gilliam,Comedy,0,7.6,72951,English, TriStar Pictures,27 September 1991 (USA),137 min,Jeff Bridges,The Fisher King (1991) 
40000000,                    R,USA,Ron Howard,Action,152368585,6.7,65668,English, Imagine Films Entertainment,24 May 1991 (USA),137 min,Kurt Russell,Backdraft (1991) 
17000000,                    PG,USA,Howard Zieff,Comedy,0,6.9,65380,English, Columbia Pictures,27 November 1991 (USA),102 min,Anna Chlumsky,My Girl (1991) 
30000000,                    PG,USA,Nicholas Meyer,Action,96888996,7.2,64276,English, Paramount Pictures,6 December 1991 (USA),110 min,William Shatner,Star Trek VI: The Undiscovered Country (1991) 
0,                    PG,USA,Charles Shyer,Comedy,0,6.5,62780,English, Touchstone Pictures,20 December 1991 (USA),105 min,Steve Martin,Father of the Bride (1991) 
11000000,                    PG-13,USA,Jon Avnet,Drama,119418501,7.7,60675,English, Universal Pictures,24 January 1992 (USA),130 min,Kathy Bates,Fried Green Tomatoes (1991) 
35000000,                    PG,USA,Frank Oz,Comedy,0,7,57547,English, Touchstone Pictures,17 May 1991 (USA),99 min,Bill Murray,What About Bob? (1991) 
20000000,                    PG,USA,Peter Hewitt,Adventure,0,6.2,56977,English, Nelson Entertainment,19 July 1991 (USA),93 min,Keanu Reeves,Bill & Ted's Bogus Journey (1991) 
3500000,                    R,France,Jim Jarmusch,Comedy,0,7.8,49412,English, Victor Company of Japan (JVC),12 December 1991 (Germany),129 min,Winona Ryder,Night on Earth (1991) 
65000000,                    R,USA,Michael Lehmann,Action,0,5.8,48443,English, TriStar Pictures,24 May 1991 (USA),100 min,Bruce Willis,Hudson Hawk (1991) 
35000000,                    PG,USA,Joe Johnston,Action,0,6.4,48265,English, Walt Disney Pictures,21 June 1991 (USA),108 min,Billy Campbell,The Rocketeer (1991) 
25000000,                    PG,USA,Michael Pressman,Action,0,6,47461,English, Golden Harvest Company,22 March 1991 (USA),88 min,Paige Turco,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991) 
19000000,                    R,USA,Joseph Ruben,Drama,174999005,6.2,44899,English, Twentieth Century Fox,8 February 1991 (USA),99 min,Julia Roberts,Sleeping with the Enemy (1991) 
2500000,                    R,USA,Gus Van Sant,Drama,0,7.1,44052,English,Not specified,20 July 1991 (Japan),104 min,River Phoenix,My Own Private Idaho (1991) 
27000000,                    PG-13,USA,Ron Underwood,Comedy,179033791,6.7,44022,English, Castle Rock Entertainment,7 June 1991 (USA),113 min,Billy Crystal,City Slickers (1991) 
16000000,                    R,Canada,David Cronenberg,Drama,0,7.1,42466,English, Recorded Picture Company (RPC),24 April 1992 (UK),115 min,Peter Weller,Naked Lunch (1991) 
30000000,                    R,UK,Russell Mulcahy,Action,0,4.1,40942,English, Davis-Panzer Productions,1 November 1991 (USA),91 min,Christopher Lambert,Highlander II: The Quickening (1991) 
11000000,                    R,USA,Rachel Talalay,Fantasy,0,4.9,37114,English, New Line Cinema,13 September 1991 (USA),89 min,Robert Englund,Freddy's Dead: The Final Nightmare (1991) 
0,                    R,France,Krzysztof Kieslowski,Drama,0,7.8,35878,French, Sidéral Productions,22 November 1991 (USA),98 min,Irène Jacob,The Double Life of Véronique (1991) 
15000000,                    R,USA,Sheldon Lettich,Action,80500000,5.5,34614,English, Stone Group Pictures,9 August 1991 (USA),110 min,Jean-Claude Van Damme,Double Impact (1991) 
13000000,                    R,UK,Jack Bender,Horror,20560255,5.1,31332,English, Universal Pictures,30 August 1991 (USA),90 min,Justin Whalin,Child's Play 3 (1991) 
0,                    PG-13,USA,Michael Caton-Jones,Comedy,0,6.2,30269,English, Warner Bros.,2 August 1991 (USA),104 min,Michael J. Fox,Doc Hollywood (1991) 
12000000,                    R,Ireland,Alan Parker,Comedy,0,7.6,29712,English, Beacon Communications,13 September 1991 (USA),118 min,Robert Arkins,The Commitments (1991) 
8500000,                    R,USA,Mario Van Peebles,Action,0,6.6,28390,English, Warner Bros.,8 March 1991 (USA),97 min,Wesley Snipes,New Jack City (1991) 
6000000,                    R,USA,Wes Craven,Comedy,0,6.4,28100,English, Universal Pictures,1 November 1991 (USA),102 min,Brandon Quintin Adams,The People Under the Stairs (1991) 
0,                    PG-13,USA,Mick Jackson,Comedy,0,6.7,27695,English, Carolco Pictures,8 February 1991 (USA),95 min,Steve Martin,L.A. Story (1991) 
35000000,                    PG,USA,John Landis,Comedy,0,6.5,27430,English, Joseph S. Vecchio Entertainment,26 April 1991 (USA),109 min,Sylvester Stallone,Oscar (1991) 
25000000,                    PG-13,USA,Mike Nichols,Drama,0,6.7,27094,English, Paramount Pictures,10 July 1991 (USA),108 min,Harrison Ford,Regarding Henry (1991) 
29000000,                    R,USA,Garry Marshall,Comedy,0,6.7,26211,English, Paramount Pictures,11 October 1991 (USA),118 min,Al Pacino,Frankie and Johnny (1991) 
0,                    PG,China,Yimou Zhang,Drama,0,8.2,24942,Mandarin, ERA International,18 December 1991 (Italy),125 min,Li Gong,Raise the Red Lantern (1991) 
0,                    PG-13,USA,Stephen Herek,Comedy,0,6.2,24800,English, Home Box Office (HBO),7 June 1991 (USA),102 min,Christina Applegate,Don't Tell Mom the Babysitter's Dead (1991) 
6788000,                    PG-13,USA,Ate de Jong,Comedy,0,5.9,24729,English, PolyGram Filmed Entertainment,24 May 1991 (USA),103 min,Phoebe Cates,Drop Dead Fred (1991) 
15000000,                    R,USA,Kenneth Branagh,Drama,0,7,24217,English, Paramount Pictures,30 August 1991 (USA),107 min,Kenneth Branagh,Dead Again (1991) 
1200000,                    R,USA,Quentin Tarantino,Crime,0,8.3,812817,English, Live Entertainment,2 September 1992 (France),99 min,Harvey Keitel,Reservoir Dogs (1992) 
14400000,                    R,USA,Clint Eastwood,Drama,159157447,8.2,337077,English, Warner Bros.,7 August 1992 (USA),130 min,Clint Eastwood,Unforgiven (1992) 
28000000,                    G,USA,Ron Clements,Animation,504050219,8,315383,English, Walt Disney Pictures,25 November 1992 (USA),90 min,Scott Weinger,Aladdin (1992) 
18000000,                    PG,USA,Chris Columbus,Adventure,358991681,6.7,261510,English, Twentieth Century Fox,20 November 1992 (USA),120 min,Macaulay Culkin,Home Alone 2: Lost in New York (1992) 
50000000,                    R,USA,David Fincher,Action,159773600,6.4,252777,English, Twentieth Century Fox,22 May 1992 (USA),114 min,Sigourney Weaver,Alien³ (1992) 
80000000,                    PG-13,USA,Tim Burton,Action,282800000,7,250658,English, Warner Bros.,19 June 1992 (USA),126 min,Michael Keaton,Batman Returns (1992) 
31000000,                    R,USA,Martin Brest,Drama,134895607,8,230382,English, Universal Pictures,8 January 1993 (USA),156 min,Al Pacino,Scent of a Woman (1992) 
40000000,                    R,USA,Rob Reiner,Drama,243240178,7.7,212829,English, Columbia Pictures,11 December 1992 (USA),138 min,Tom Cruise,A Few Good Men (1992) 
40000000,                    R,USA,Francis Ford Coppola,Horror,215862692,7.5,171728,English, American Zoetrope,13 November 1992 (USA),128 min,Gary Oldman,Bram Stoker's Dracula (1992) 
49000000,                    R,France,Paul Verhoeven,Drama,352700000,6.9,155440,English, Carolco Pictures,20 March 1992 (USA),127 min,Michael Douglas,Basic Instinct (1992) 
11000000,                    R,USA,Sam Raimi,Comedy,21502976,7.6,150045,English, Dino De Laurentiis Company,19 February 1993 (USA),81 min,Bruce Campbell,Army of Darkness (1992) 
35000000,                    R,USA,Richard Donner,Action,175000000,6.7,144949,English, Warner Bros.,15 May 1992 (USA),118 min,Mel Gibson,Lethal Weapon 3 (1992) 
40000000,                    R,USA,Michael Mann,Action,0,7.8,134992,English, Morgan Creek Entertainment,25 September 1992 (USA),112 min,Daniel Day-Lewis,The Last of the Mohicans (1992) 
20000000,                    PG-13,USA,Penelope Spheeris,Comedy,183100000,7,131682,English, Paramount Pictures,14 February 1992 (USA),94 min,Mike Myers,Wayne's World (1992) 
25000000,                    R,USA,Mick Jackson,Drama,410900000,6.2,107348,English, Kasdan Pictures,25 November 1992 (USA),129 min,Kevin Costner,The Bodyguard (1992) 
11000000,                    R,USA,Jonathan Lynn,Comedy,64088552,7.6,95700,English, Twentieth Century Fox,13 March 1992 (USA),120 min,Joe Pesci,My Cousin Vinny (1992) 
